ensembl_gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,zfin_id_symbol,hgnc_symbol,description,entrezgene
ENSDARG00000097286,97.55909389076064,-21.124776198289485,4.24786725274666,-4.973031156901209,6.591406240862231e-7,0.0010898231078641614,,,,NA
ENSDARG00000100798,106.33686625499112,3.7702804651743422,0.4645308057749416,8.11631956008745,4.805343254554354e-16,1.9862886342700423e-12,,,,NA
ENSDARG00000077862,88.90389255328999,2.2978029535265305,0.42526945212822703,5.403169548217863,6.547351801914868e-8,1.2490836310714664e-4,si:dkey-169i5.4,,si:dkey-169i5.4 [Source:ZFIN;Acc:ZDB-GENE-030131-8695],796658
ENSDARG00000086998,245.75101577077595,3.4917207433230573,0.42908549681016545,8.137587425537836,4.032322056881071e-16,1.9862886342700423e-12,zgc:64002,NNMT,zgc:64002 [Source:ZFIN;Acc:ZDB-GENE-040426-1329],393330
ENSDARG00000090826,11.351769247173575,-5.4650057226559365,1.3352402501950151,-4.092900676007751,4.260102324079574e-5,0.04226191909579901,si:dkey-33g10.1,,si:dkey-33g10.1 [Source:ZFIN;Acc:ZDB-GENE-141216-29],101884414
ENSDARG00000076120,1902.463820029116,-0.8083852678166077,0.1481416886269705,-5.456838485567485,4.846868566230736e-8,1.0927926119189862e-4,foxp4,,forkhead box P4 [Source:ZFIN;Acc:ZDB-GENE-101207-1],557245
ENSDARG00000096894,101.68702283817302,23.878139090702717,4.247405039419373,5.621818232331075,1.8895802593673745e-8,5.207053334730028e-5,,,,NA
ENSDARG00000098965,13.127304927089305,-5.46380575270137,1.3491401883324694,-4.0498428554371415,5.1252037824858585e-5,0.04888853038824299,si:ch211-9d9.7,,si:ch211-9d9.7 [Source:ZFIN;Acc:ZDB-GENE-060503-422],NA
ENSDARG00000012506,342.78557343001904,-0.9578439286184431,0.10913592113147409,-8.776614690084905,1.6846895742069988e-18,1.0445496532476943e-14,rnpep,,arginyl aminopeptidase (aminopeptidase B) [Source:ZFIN;Acc:ZDB-GENE-040718-241],437014
ENSDARG00000089079,616.3723111644857,23.635519153050378,2.669925448250566,8.852501544017734,8.557914959670651e-19,7.074828297159727e-15,si:ch211-214b16.3,,si:ch211-214b16.3 [Source:ZFIN;Acc:ZDB-GENE-081105-50],NA
ENSDARG00000044925,663.3127311661075,0.7656144876282452,0.14126947790700084,5.419532222892883,5.975517947882155e-8,1.2349901718785444e-4,cdk5rap1,,CDK5 regulatory subunit associated protein 1 [Source:ZFIN;Acc:ZDB-GENE-070424-90],558659
ENSDARG00000098213,77.36078641802627,-3.3159158676623908,0.4241784541232669,-7.817266142185479,5.398289131034674e-15,1.9126138391255848e-11,,,,NA
ENSDARG00000103562,32.59634966159699,3.928222859192945,0.6899238871260318,5.69370467162178,1.2431203569701108e-8,3.853828496651965e-5,,,,NA
ENSDARG00000058663,8.702793219401538,-6.620607687623111,1.4915438442678057,-4.4387616985360205,9.047792505518829e-6,0.011810226417335394,pimr94,,"Pim proto-oncogene, serine/threonine kinase, related 94 [Source:ZFIN;Acc:ZDB-GENE-141216-85]",NA
ENSDARG00000070165,587.2572809480647,-1.4996130598397368,0.30612300762766403,-4.898727055706016,9.645952792484879e-7,0.0014951829700401093,tnfrsf1b,,"tumor necrosis factor receptor superfamily, member 1B [Source:ZFIN;Acc:ZDB-GENE-070410-133]",100037357
ENSDARG00000097216,63.083605970374855,-21.244002514268782,4.247956684088662,-5.000993205472475,5.703572291277207e-7,0.0010103878313997574,,,,NA
ENSDARG00000070787,5622.6734790196215,-1.1096933585188156,0.08688421120442413,-12.77209452828997,2.3475121370902947e-37,5.8220648511976396e-33,jupa,,junction plakoglobin a [Source:ZFIN;Acc:ZDB-GENE-991207-22],30415
ENSDARG00000005141,744.3721160404291,-0.6673082168510676,0.1539275110472067,-4.335210855494289,1.4562047052836383e-5,0.017197777569399768,camkvb,,CaM kinase-like vesicle-associated b [Source:ZFIN;Acc:ZDB-GENE-040426-1140],393422
ENSDARG00000009612,1189.07400795891,-1.8811173096895024,0.16910915321174025,-11.12368712138349,9.621184415523131e-29,1.193074973446946e-24,chia.3,,"chitinase, acidic.3 [Source:ZFIN;Acc:ZDB-GENE-040426-2891]",406819
ENSDARG00000097075,27.90330183463301,-17.70422689038068,3.2164330984585825,-5.504304410642059,3.7062867040403776e-8,9.19196165469054e-5,,,,NA
ENSDARG00000101537,36.89612197997549,7.46630415233914,1.581340759246225,4.721502376184935,2.341088957236499e-6,0.0034153733663777894,,,,NA
